sample	Extraction#	Specimen	Species	Feature_name	OTU	abundance	run	barcode	database	Broad.group	Phylum	Class	L1	L2	L3	L4	L5	L6	L7	L8	L9	L10	R1	pR1	R2	pR2	R3	pR3	R4	pR4	R5	pR5	R6	pR6	R7	pR7	R8	pR8	R9	pR9	R10	pR10	R11	pR11	R12	pR12	R13	pR13	R14	pR14	R15	pR15	R16	pR16	R17	pR17	R18	pR18	R19	pR19	R20	pR20
129_Sphaeronectes	129	26Mar19-BW3-35.2	Sphaeronectes koellikeri	9ecc342e6fb43fd308b4ebb5adec50ee	Eukaryota_Metazoa_Chordata_Craniata	29	RUN1	272	GenBank	Contamination	Chordata	Craniata	Vertebrata	Euteleostomi	Mammalia	Eutheria							Eukaryota	92.44	Metazoa	92.44	Chordata	92.44	Craniata	92.44	Vertebrata	92.44	Euteleostomi	92.44	Mammalia	92.44	Eutheria	92.44	Euarchontoglires	36.97	Glires	36.97	Rodentia	36.97	Sciurognathi	36.97	Muroidea	36.97	Muridae	36.97	Murinae	36.97	Rattus	36.97	Rattus norvegicus 	36.97						
165_Physalia	165	BIOS19-D2-P1	Physalia physalis	e8b71c8f376687494b3ef3d35f0a6a09	Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Actinopterygii_Neopterygii_Teleostei_	201	RUN1	134	SILVA	Actinopteri	Chordata	Craniata	Vertebrata	Euteleostomi	Actinopterygii	Neopterygii	Teleostei						Eukaryota	90.53	Metazoa	90.53	Chordata	90.53	Craniata	90.53	Vertebrata	90.53	Euteleostomi	90.53	Actinopterygii	90.53	Neopterygii	90.53	Teleostei	90.53	Clupei	18.19	Clupeiformes	18.19	Clupeoidei	18.19	Clupeidae	18.19	Nematalosa	18.19	Nematalosa erebi 	18.19										
165_Physalia	165	BIOS19-D2-P1	Physalia physalis	5a654d2bf5630002bc791964d94d969f	Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Actinopterygii_Neopterygii_Teleostei_	220	RUN1	134	SILVA	Actinopteri	Chordata	Craniata	Vertebrata	Euteleostomi	Actinopterygii	Neopterygii	Teleostei						Eukaryota	90.53	Metazoa	90.53	Chordata	90.53	Craniata	90.53	Vertebrata	90.53	Euteleostomi	90.53	Actinopterygii	90.53	Neopterygii	90.53	Teleostei	90.53	Clupei	18.19	Clupeiformes	18.19	Clupeoidei	18.19	Clupeidae	18.19	Nematalosa	18.19	Nematalosa erebi 	18.19										
165_Physalia	165	BIOS19-D2-P1	Physalia physalis	e8b71c8f376687494b3ef3d35f0a6a09	Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Actinopterygii_Neopterygii_Teleostei_	201	RUN1	134	GenBank	Actinopteri	Chordata	Craniata	Vertebrata	Euteleostomi	Actinopterygii	Neopterygii	Teleostei						Eukaryota	90.53	Metazoa	90.53	Chordata	90.53	Craniata	90.53	Vertebrata	90.53	Euteleostomi	90.53	Actinopterygii	90.53	Neopterygii	90.53	Teleostei	90.53	Clupei	18.19	Clupeiformes	18.19	Clupeoidei	18.19	Clupeidae	18.19	Nematalosa	18.19	Nematalosa erebi 	18.19										
165_Physalia	165	BIOS19-D2-P1	Physalia physalis	5a654d2bf5630002bc791964d94d969f	Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Actinopterygii_Neopterygii_Teleostei_	220	RUN1	134	GenBank	Actinopteri	Chordata	Craniata	Vertebrata	Euteleostomi	Actinopterygii	Neopterygii	Teleostei						Eukaryota	90.53	Metazoa	90.53	Chordata	90.53	Craniata	90.53	Vertebrata	90.53	Euteleostomi	90.53	Actinopterygii	90.53	Neopterygii	90.53	Teleostei	90.53	Clupei	18.19	Clupeiformes	18.19	Clupeoidei	18.19	Clupeidae	18.19	Nematalosa	18.19	Nematalosa erebi 	18.19										
165_Physalia	165	BIOS19-D2-P1	Physalia physalis	3559b2923abd00c0622f00aa5b59ac32	Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Actinopterygii_Neopterygii_Teleostei	8	RUN1	166	SILVA	Actinopteri	Chordata	Craniata	Vertebrata	Euteleostomi	Actinopterygii	Neopterygii	Teleostei						Eukaryota	91.25	Metazoa	91.25	Chordata	91.25	Craniata	91.25	Vertebrata	91.25	Euteleostomi	73.00	Actinopterygii	73.00	Neopterygii	73.00	Teleostei	73.00	Neoteleostei	18.25	Acanthomorphata	18.25	Ovalentaria	18.25	Mugilomorphae	18.25	Mugilidae	18.25	Liza	18.25	Liza ramado 	18.25								
165_Physalia	165	BIOS19-D2-P1	Physalia physalis	3559b2923abd00c0622f00aa5b59ac32	Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Actinopterygii_Neopterygii_Teleostei	8	RUN1	166	GenBank	Actinopteri	Chordata	Craniata	Vertebrata	Euteleostomi	Actinopterygii	Neopterygii	Teleostei						Eukaryota	91.25	Metazoa	91.25	Chordata	91.25	Craniata	91.25	Vertebrata	91.25	Euteleostomi	73.00	Actinopterygii	73.00	Neopterygii	73.00	Teleostei	73.00	Neoteleostei	18.25	Acanthomorphata	18.25	Ovalentaria	18.25	Mugilomorphae	18.25	Mugilidae	18.25	Liza	18.25	Liza ramado 	18.25								
167_Physalia	167	BIOS19-D2-P3	Physalia physalis	e8b71c8f376687494b3ef3d35f0a6a09	Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Actinopterygii_Neopterygii_Teleostei_	48	RUN1	134	SILVA	Actinopteri	Chordata	Craniata	Vertebrata	Euteleostomi	Actinopterygii	Neopterygii	Teleostei						Eukaryota	90.53	Metazoa	90.53	Chordata	90.53	Craniata	90.53	Vertebrata	90.53	Euteleostomi	90.53	Actinopterygii	90.53	Neopterygii	90.53	Teleostei	90.53	Clupei	18.19	Clupeiformes	18.19	Clupeoidei	18.19	Clupeidae	18.19	Nematalosa	18.19	Nematalosa erebi 	18.19										
167_Physalia	167	BIOS19-D2-P3	Physalia physalis	5a654d2bf5630002bc791964d94d969f	Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Actinopterygii_Neopterygii_Teleostei_	70	RUN1	134	SILVA	Actinopteri	Chordata	Craniata	Vertebrata	Euteleostomi	Actinopterygii	Neopterygii	Teleostei						Eukaryota	90.53	Metazoa	90.53	Chordata	90.53	Craniata	90.53	Vertebrata	90.53	Euteleostomi	90.53	Actinopterygii	90.53	Neopterygii	90.53	Teleostei	90.53	Clupei	18.19	Clupeiformes	18.19	Clupeoidei	18.19	Clupeidae	18.19	Nematalosa	18.19	Nematalosa erebi 	18.19										
167_Physalia	167	BIOS19-D2-P3	Physalia physalis	cfced60ad02fb76d72fa4d21b5be37b8	Eukaryota_Metazoa_Lophotrochozoa_Mollusca_Gastropoda_Caenogastropoda_Hypsogastropoda_Littorinimorpha_Truncatelloidea_Pomatiopsidae	92	RUN1	134	SILVA	Gastropod	Mollusca	Gastropoda	Caenogastropoda	Hypsogastropoda	Littorinimorpha	Truncatelloidea	Pomatiopsidae	Pomatiopsinae					Eukaryota	90.95	Metazoa	90.95	Lophotrochozoa	90.95	Mollusca	90.95	Gastropoda	90.95	Caenogastropoda	90.95	Hypsogastropoda	90.95	Littorinimorpha	90.95	Truncatelloidea	90.95	Pomatiopsidae	72.76	Pomatiopsinae	72.76	Blanfordia	18.19	Blanfordia integra	18.19														
167_Physalia	167	BIOS19-D2-P3	Physalia physalis	4f6e6f87fb3b5f1dff64fe6f443e88a0	Eukaryota_Metazoa_Lophotrochozoa_Mollusca_Gastropoda_Caenogastropoda_Hypsogastropoda_Littorinimorpha_Truncatelloidea_Pomatiopsidae	88	RUN1	134	SILVA	Gastropod	Mollusca	Gastropoda	Caenogastropoda	Hypsogastropoda	Littorinimorpha	Truncatelloidea	Pomatiopsidae	Pomatiopsinae					Eukaryota	90.95	Metazoa	90.95	Lophotrochozoa	90.95	Mollusca	90.95	Gastropoda	90.95	Caenogastropoda	90.95	Hypsogastropoda	90.95	Littorinimorpha	90.95	Truncatelloidea	90.95	Pomatiopsidae	72.76	Pomatiopsinae	72.76	Blanfordia	18.19	Blanfordia integra	18.19														
167_Physalia	167	BIOS19-D2-P3	Physalia physalis	c34deda85c5a190a2386f2a3c4a1ec75	Eukaryota_Metazoa_Platyhelminthes_Trematoda_Digenea_Azygiida_Hemiuroidea_Hemiuridae	5	RUN1	134	SILVA	Trematode	Platyhelminthes	Trematoda	Digenea	Azygiida	Hemiuroidea	Hemiuridae							Eukaryota	89.01	Metazoa	89.01	Platyhelminthes	89.01	Trematoda	89.01	Digenea	89.01	Azygiida	89.01	Hemiuroidea	89.01	Hemiuridae	89.01	Lecithochirium	18.26	Lecithochirium caesionis	18.26																				
167_Physalia	167	BIOS19-D2-P3	Physalia physalis	e8b71c8f376687494b3ef3d35f0a6a09	Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Actinopterygii_Neopterygii_Teleostei_	48	RUN1	134	GenBank	Actinopteri	Chordata	Craniata	Vertebrata	Euteleostomi	Actinopterygii	Neopterygii	Teleostei						Eukaryota	90.53	Metazoa	90.53	Chordata	90.53	Craniata	90.53	Vertebrata	90.53	Euteleostomi	90.53	Actinopterygii	90.53	Neopterygii	90.53	Teleostei	90.53	Clupei	18.19	Clupeiformes	18.19	Clupeoidei	18.19	Clupeidae	18.19	Nematalosa	18.19	Nematalosa erebi 	18.19										
167_Physalia	167	BIOS19-D2-P3	Physalia physalis	5a654d2bf5630002bc791964d94d969f	Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Actinopterygii_Neopterygii_Teleostei_	70	RUN1	134	GenBank	Actinopteri	Chordata	Craniata	Vertebrata	Euteleostomi	Actinopterygii	Neopterygii	Teleostei						Eukaryota	90.53	Metazoa	90.53	Chordata	90.53	Craniata	90.53	Vertebrata	90.53	Euteleostomi	90.53	Actinopterygii	90.53	Neopterygii	90.53	Teleostei	90.53	Clupei	18.19	Clupeiformes	18.19	Clupeoidei	18.19	Clupeidae	18.19	Nematalosa	18.19	Nematalosa erebi 	18.19										
167_Physalia	167	BIOS19-D2-P3	Physalia physalis	cfced60ad02fb76d72fa4d21b5be37b8	Eukaryota_Metazoa_Lophotrochozoa_Mollusca_Gastropoda_Caenogastropoda_Hypsogastropoda	92	RUN1	134	GenBank	Gastropod	Mollusca	Gastropoda	Caenogastropoda	Hypsogastropoda	Littorinimorpha	Truncatelloidea	Pomatiopsidae	Pomatiopsinae					Eukaryota	90.95	Metazoa	90.95	Lophotrochozoa	90.95	Mollusca	90.95	Gastropoda	90.95	Caenogastropoda	90.95	Hypsogastropoda	90.95	Littorinimorpha	90.95	Truncatelloidea	90.95	Pomatiopsidae	72.76	Pomatiopsinae	72.76	Blanfordia	18.19	Blanfordia integra	18.19														
167_Physalia	167	BIOS19-D2-P3	Physalia physalis	4f6e6f87fb3b5f1dff64fe6f443e88a0	Eukaryota_Metazoa_Lophotrochozoa_Mollusca_Gastropoda_Caenogastropoda_Hypsogastropoda	88	RUN1	134	GenBank	Gastropod	Mollusca	Gastropoda	Caenogastropoda	Hypsogastropoda	Littorinimorpha	Truncatelloidea	Pomatiopsidae	Pomatiopsinae					Eukaryota	90.95	Metazoa	90.95	Lophotrochozoa	90.95	Mollusca	90.95	Gastropoda	90.95	Caenogastropoda	90.95	Hypsogastropoda	90.95	Littorinimorpha	90.95	Truncatelloidea	90.95	Pomatiopsidae	72.76	Pomatiopsinae	72.76	Blanfordia	18.19	Blanfordia integra	18.19														
167_Physalia	167	BIOS19-D2-P3	Physalia physalis	c34deda85c5a190a2386f2a3c4a1ec75	Eukaryota_Metazoa_Platyhelminthes_Trematoda_Digenea_Azygiida_Hemiuroidea_Hemiuridae	5	RUN1	134	GenBank	Trematode	Platyhelminthes	Trematoda	Digenea	Azygiida	Hemiuroidea	Hemiuridae							Eukaryota	89.01	Metazoa	89.01	Platyhelminthes	89.01	Trematoda	89.01	Digenea	89.01	Azygiida	89.01	Hemiuroidea	89.01	Hemiuridae	89.01	Lecithochirium	18.26	Lecithochirium caesionis	18.26																				
167_Physalia	167	BIOS19-D2-P3	Physalia physalis	15fc41804ead3f7a912eeb689ce85df4	Eukaryota_Metazoa_Chordata_Tunicata_Appendicularia_Oikopleuridae	3	RUN1	134	GenBank	Larvacean													Eukaryota	89.71	Metazoa	36.20	Chordata	18.18	Tunicata	18.18	Appendicularia	18.18	Oikopleuridae	18.18	Megalocercus	18.18	Megalocercus huxleyi	18.18																								
169_Physalia	169	BIOS19-D2-P5	Physalia physalis	c26844089d1166ae982a3785afd45b9b	Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi	612	RUN1	134	SILVA	Contamination	Chordata	Craniata	Vertebrata	Euteleostomi									Eukaryota	90.53	Metazoa	90.53	Chordata	90.53	Craniata	90.53	Vertebrata	90.53	Euteleostomi	90.53	Amphibia	36.21	Batrachia	36.21	Anura	36.21	Neobatrachia	36.21	Hyloidea	36.21	Hylidae	18.10	Hylinae	18.10	Dendropsophini	18.10	Scinax	18.10	Scinax ruber 	18.10								
169_Physalia	169	BIOS19-D2-P5	Physalia physalis	3ba02aef78ce8c44ae5f1daff88d4f7a	Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi	463	RUN1	134	SILVA	Contamination	Chordata	Craniata	Vertebrata	Euteleostomi									Eukaryota	90.53	Metazoa	90.53	Chordata	90.53	Craniata	90.53	Vertebrata	90.53	Euteleostomi	90.53	Amphibia	36.21	Batrachia	36.21	Anura	36.21	Neobatrachia	36.21	Hyloidea	36.21	Hylidae	18.10	Hylinae	18.10	Dendropsophini	18.10	Scinax	18.10	Scinax ruber 	18.10								
169_Physalia	169	BIOS19-D2-P5	Physalia physalis	c26844089d1166ae982a3785afd45b9b	Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi	612	RUN1	134	GenBank	Contamination	Chordata	Craniata	Vertebrata	Euteleostomi									Eukaryota	90.53	Metazoa	90.53	Chordata	90.53	Craniata	90.53	Vertebrata	90.53	Euteleostomi	90.53	Amphibia	36.21	Batrachia	36.21	Anura	36.21	Neobatrachia	36.21	Hyloidea	36.21	Hylidae	18.10	Hylinae	18.10	Dendropsophini	18.10	Scinax	18.10	Scinax ruber 	18.10								
169_Physalia	169	BIOS19-D2-P5	Physalia physalis	3ba02aef78ce8c44ae5f1daff88d4f7a	Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi	463	RUN1	134	GenBank	Contamination	Chordata	Craniata	Vertebrata	Euteleostomi									Eukaryota	90.53	Metazoa	90.53	Chordata	90.53	Craniata	90.53	Vertebrata	90.53	Euteleostomi	90.53	Amphibia	36.21	Batrachia	36.21	Anura	36.21	Neobatrachia	36.21	Hyloidea	36.21	Hylidae	18.10	Hylinae	18.10	Dendropsophini	18.10	Scinax	18.10	Scinax ruber 	18.10								
169_Physalia	169	BIOS19-D2-P5	Physalia physalis	285cbcb7d6193244b7a3e1511d056278	Eukaryota_Metazoa_Chordata_Craniata_Vertebrata	1313	RUN1	152	SILVA	Contamination	Chordata	Craniata	Vertebrata										Eukaryota	91.67	Metazoa	91.67	Chordata	91.67	Craniata	91.67	Vertebrata	91.67	Chondrichthyes	55.00	Elasmobranchii	55.00	Squalimorphii	36.66	Echinorhinidae	18.33	Echinorhinus	18.33	Echinorhinus cookei 	18.33																		
169_Physalia	169	BIOS19-D2-P5	Physalia physalis	b7f540728dd7eee8cc851b987ede234e	Eukaryota_Metazoa_Chordata_Craniata_Vertebrata	1033	RUN1	152	SILVA	Contamination	Chordata	Craniata	Vertebrata										Eukaryota	91.67	Metazoa	91.67	Chordata	91.67	Craniata	91.67	Vertebrata	91.67	Chondrichthyes	55.00	Elasmobranchii	55.00	Squalimorphii	36.66	Echinorhinidae	18.33	Echinorhinus	18.33	Echinorhinus cookei 	18.33																		
169_Physalia	169	BIOS19-D2-P5	Physalia physalis	285cbcb7d6193244b7a3e1511d056278	Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi	1313	RUN1	152	GenBank	Contamination	Chordata	Craniata	Vertebrata										Eukaryota	91.67	Metazoa	91.67	Chordata	91.67	Craniata	91.67	Vertebrata	91.67	Chondrichthyes	55.00	Elasmobranchii	55.00	Squalimorphii	36.66	Echinorhinidae	18.33	Echinorhinus	18.33	Echinorhinus cookei 	18.33																		
169_Physalia	169	BIOS19-D2-P5	Physalia physalis	b7f540728dd7eee8cc851b987ede234e	Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi	1033	RUN1	152	GenBank	Contamination	Chordata	Craniata	Vertebrata										Eukaryota	91.67	Metazoa	91.67	Chordata	91.67	Craniata	91.67	Vertebrata	91.67	Chondrichthyes	55.00	Elasmobranchii	55.00	Squalimorphii	36.66	Echinorhinidae	18.33	Echinorhinus	18.33	Echinorhinus cookei 	18.33																		
169_Physalia	169	BIOS19-D2-P5	Physalia physalis	3559b2923abd00c0622f00aa5b59ac32	Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Actinopterygii_Neopterygii_Teleostei	1893	RUN1	166	SILVA	Actinopteri	Chordata	Craniata	Vertebrata	Euteleostomi	Actinopterygii	Neopterygii	Teleostei						Eukaryota	91.25	Metazoa	91.25	Chordata	91.25	Craniata	91.25	Vertebrata	91.25	Euteleostomi	73.00	Actinopterygii	73.00	Neopterygii	73.00	Teleostei	73.00	Neoteleostei	18.25	Acanthomorphata	18.25	Ovalentaria	18.25	Mugilomorphae	18.25	Mugilidae	18.25	Liza	18.25	Liza ramado 	18.25								
169_Physalia	169	BIOS19-D2-P5	Physalia physalis	a6ff71b0630bd857bf62b9090d230a3f	Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Actinopterygii_Neopterygii_Teleostei	1841	RUN1	166	SILVA	Actinopteri	Chordata	Craniata	Vertebrata	Euteleostomi	Actinopterygii	Neopterygii	Teleostei						Eukaryota	91.25	Metazoa	91.25	Chordata	91.25	Craniata	91.25	Vertebrata	91.25	Euteleostomi	73.00	Actinopterygii	73.00	Neopterygii	73.00	Teleostei	73.00	Neoteleostei	18.25	Acanthomorphata	18.25	Ovalentaria	18.25	Mugilomorphae	18.25	Mugilidae	18.25	Liza	18.25	Liza ramado 	18.25								
169_Physalia	169	BIOS19-D2-P5	Physalia physalis	3559b2923abd00c0622f00aa5b59ac32	Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Actinopterygii_Neopterygii_Teleostei	1893	RUN1	166	GenBank	Actinopteri	Chordata	Craniata	Vertebrata	Euteleostomi	Actinopterygii	Neopterygii	Teleostei						Eukaryota	91.25	Metazoa	91.25	Chordata	91.25	Craniata	91.25	Vertebrata	91.25	Euteleostomi	73.00	Actinopterygii	73.00	Neopterygii	73.00	Teleostei	73.00	Neoteleostei	18.25	Acanthomorphata	18.25	Ovalentaria	18.25	Mugilomorphae	18.25	Mugilidae	18.25	Liza	18.25	Liza ramado 	18.25								
169_Physalia	169	BIOS19-D2-P5	Physalia physalis	a6ff71b0630bd857bf62b9090d230a3f	Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Actinopterygii_Neopterygii_Teleostei	1841	RUN1	166	GenBank	Actinopteri	Chordata	Craniata	Vertebrata	Euteleostomi	Actinopterygii	Neopterygii	Teleostei						Eukaryota	91.25	Metazoa	91.25	Chordata	91.25	Craniata	91.25	Vertebrata	91.25	Euteleostomi	73.00	Actinopterygii	73.00	Neopterygii	73.00	Teleostei	73.00	Neoteleostei	18.25	Acanthomorphata	18.25	Ovalentaria	18.25	Mugilomorphae	18.25	Mugilidae	18.25	Liza	18.25	Liza ramado 	18.25								
169_Physalia	169	BIOS19-D2-P5	Physalia physalis	18f9d9400af60125986792ee0837d276	Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Actinopterygii_Neopterygii_Teleostei_Neoteleostei_Acanthomorphata_Carangaria_Pleuronectiformes_Pleuronectoidei	795	RUN1	261	SILVA	Actinopteri	Chordata	Craniata	Vertebrata	Euteleostomi	Actinopterygii	Neopterygii	Teleostei	Neoteleostei	Acanthomorphata	Carangaria	Pleuronectiformes	Pleuronectoidei	Eukaryota	91.00	Metazoa	91.00	Chordata	91.00	Craniata	91.00	Vertebrata	91.00	Euteleostomi	91.00	Actinopterygii	91.00	Neopterygii	91.00	Teleostei	91.00	Neoteleostei	91.00	Acanthomorphata	91.00	Carangaria	91.00	Pleuronectiformes	91.00	Pleuronectoidei	91.00	Rhombosoleidae	36.40	Rhombosolea	18.20	Rhombosolea tapirina 	18.20						
169_Physalia	169	BIOS19-D2-P5	Physalia physalis	033710110ef4efd61bcbed4daf0657ce	Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Actinopterygii_Neopterygii_Teleostei_Neoteleostei_Acanthomorphata_Carangaria_Pleuronectiformes_Pleuronectoidei	738	RUN1	261	SILVA	Actinopteri	Chordata	Craniata	Vertebrata	Euteleostomi	Actinopterygii	Neopterygii	Teleostei	Neoteleostei	Acanthomorphata	Carangaria	Pleuronectiformes	Pleuronectoidei	Eukaryota	90.99	Metazoa	90.99	Chordata	90.99	Craniata	90.99	Vertebrata	90.99	Euteleostomi	90.99	Actinopterygii	90.99	Neopterygii	90.99	Teleostei	90.99	Neoteleostei	90.99	Acanthomorphata	90.99	Carangaria	90.99	Pleuronectiformes	90.99	Pleuronectoidei	90.99	Scophthalmidae	54.59	Scophthalmus	54.59	Scophthalmus maximus 	54.59						
169_Physalia	169	BIOS19-D2-P5	Physalia physalis	18f9d9400af60125986792ee0837d276	Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Actinopterygii_Neopterygii_Teleostei_Neoteleostei_Acanthomorphata	795	RUN1	261	GenBank	Actinopteri	Chordata	Craniata	Vertebrata	Euteleostomi	Actinopterygii	Neopterygii	Teleostei	Neoteleostei	Acanthomorphata	Carangaria	Pleuronectiformes	Pleuronectoidei	Eukaryota	91.00	Metazoa	91.00	Chordata	91.00	Craniata	91.00	Vertebrata	91.00	Euteleostomi	91.00	Actinopterygii	91.00	Neopterygii	91.00	Teleostei	91.00	Neoteleostei	91.00	Acanthomorphata	91.00	Carangaria	91.00	Pleuronectiformes	91.00	Pleuronectoidei	91.00	Rhombosoleidae	36.40	Rhombosolea	18.20	Rhombosolea tapirina 	18.20						
169_Physalia	169	BIOS19-D2-P5	Physalia physalis	033710110ef4efd61bcbed4daf0657ce	Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Actinopterygii_Neopterygii_Teleostei_Neoteleostei_Acanthomorphata	738	RUN1	261	GenBank	Actinopteri	Chordata	Craniata	Vertebrata	Euteleostomi	Actinopterygii	Neopterygii	Teleostei	Neoteleostei	Acanthomorphata	Carangaria	Pleuronectiformes	Pleuronectoidei	Eukaryota	90.99	Metazoa	90.99	Chordata	90.99	Craniata	90.99	Vertebrata	90.99	Euteleostomi	90.99	Actinopterygii	90.99	Neopterygii	90.99	Teleostei	90.99	Neoteleostei	90.99	Acanthomorphata	90.99	Carangaria	90.99	Pleuronectiformes	90.99	Pleuronectoidei	90.99	Scophthalmidae	54.59	Scophthalmus	54.59	Scophthalmus maximus 	54.59						
169_Physalia	169	BIOS19-D2-P5	Physalia physalis	db760645fac8fbdf06256ac48d53519c	Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi	540	RUN1	272	SILVA	Contamination	Chordata	Craniata	Vertebrata	Euteleostomi									Eukaryota	92.48	Metazoa	92.48	Chordata	92.48	Craniata	92.48	Vertebrata	92.48	Euteleostomi	92.48	Archelosauria	18.53	Testudines	18.53	Cryptodira	18.53	Durocryptodira	18.53	Testudinoidea	18.53	Emydidae	18.53	Trachemys	18.53	Trachemys scripta elegans	18.53												
169_Physalia	169	BIOS19-D2-P5	Physalia physalis	db760645fac8fbdf06256ac48d53519c	Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi	540	RUN1	272	GenBank	Contamination	Chordata	Craniata	Vertebrata	Euteleostomi									Eukaryota	92.48	Metazoa	92.48	Chordata	92.48	Craniata	92.48	Vertebrata	92.48	Euteleostomi	92.48	Archelosauria	18.53	Testudines	18.53	Cryptodira	18.53	Durocryptodira	18.53	Testudinoidea	18.53	Emydidae	18.53	Trachemys	18.53	Trachemys scripta elegans	18.53												
169_Physalia	169	BIOS19-D2-P5	Physalia physalis	9ecc342e6fb43fd308b4ebb5adec50ee	Eukaryota_Metazoa_Chordata_Craniata	13	RUN1	272	GenBank	Contamination	Chordata	Craniata	Vertebrata	Euteleostomi	Mammalia	Eutheria							Eukaryota	92.44	Metazoa	92.44	Chordata	92.44	Craniata	92.44	Vertebrata	92.44	Euteleostomi	92.44	Mammalia	92.44	Eutheria	92.44	Euarchontoglires	36.97	Glires	36.97	Rodentia	36.97	Sciurognathi	36.97	Muroidea	36.97	Muridae	36.97	Murinae	36.97	Rattus	36.97	Rattus norvegicus 	36.97						
170_Physalia	170	BIOS19-D2-P5	Physalia physalis	671bd2aeed8ff4a53fba603848986526	Eukaryota_Metazoa_Ecdysozoa_Arthropoda_Crustacea_Malacostraca_Eumalacostraca_Eucarida_Decapoda_Pleocyemata	1958	RUN1	134	SILVA	Decapod	Arthropoda	Crustacea	Malacostraca	Eumalacostraca	Eucarida	Decapoda	Pleocyemata	Caridea					Eukaryota	88.73	Metazoa	88.73	Ecdysozoa	88.73	Arthropoda	88.73	Crustacea	88.73	Malacostraca	88.73	Eumalacostraca	88.73	Eucarida	88.73	Decapoda	88.73	Pleocyemata	88.73	Caridea	90.37	Alpheoidea	52.58	Alpheidae	52.58	Alpheus	52.58	Alpheus gracilipes	17.56										
170_Physalia	170	BIOS19-D2-P5	Physalia physalis	e9b3864455f5591e132e4cba133c76f3	Eukaryota_Metazoa_Ecdysozoa_Arthropoda_Crustacea_Malacostraca_Eumalacostraca_Eucarida_Decapoda_Pleocyemata	1247	RUN1	134	SILVA	Decapod	Arthropoda	Crustacea	Malacostraca	Eumalacostraca	Eucarida	Decapoda	Pleocyemata	Caridea					Eukaryota	88.73	Metazoa	88.73	Ecdysozoa	88.73	Arthropoda	88.73	Crustacea	88.73	Malacostraca	88.73	Eumalacostraca	88.73	Eucarida	88.73	Decapoda	88.73	Pleocyemata	88.73	Caridea	90.37	Alpheoidea	52.58	Alpheidae	52.58	Alpheus	52.58	Alpheus gracilipes	17.56										
170_Physalia	170	BIOS19-D2-P5	Physalia physalis	e8b71c8f376687494b3ef3d35f0a6a09	Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Actinopterygii_Neopterygii_Teleostei_	515	RUN1	134	SILVA	Actinopteri	Chordata	Craniata	Vertebrata	Euteleostomi	Actinopterygii	Neopterygii	Teleostei						Eukaryota	90.53	Metazoa	90.53	Chordata	90.53	Craniata	90.53	Vertebrata	90.53	Euteleostomi	90.53	Actinopterygii	90.53	Neopterygii	90.53	Teleostei	90.53	Clupei	18.19	Clupeiformes	18.19	Clupeoidei	18.19	Clupeidae	18.19	Nematalosa	18.19	Nematalosa erebi 	18.19										
170_Physalia	170	BIOS19-D2-P5	Physalia physalis	c558bfc0f8336bf361bd5e6da42f7355	Eukaryota_Metazoa_Platyhelminthes_Trematoda_Digenea_Azygiida_Hemiuroidea_Hemiuridae	734	RUN1	134	SILVA	Trematode	Platyhelminthes	Trematoda	Digenea	Azygiida	Hemiuroidea	Hemiuridae							Eukaryota	89.01	Metazoa	89.01	Platyhelminthes	89.01	Trematoda	89.01	Digenea	89.01	Azygiida	89.01	Hemiuroidea	89.01	Hemiuridae	89.01	Lecithochirium	18.26	Lecithochirium caesionis	18.26																				
